driver_id,vehicle_id,age,driving_experience_yr,past_claims,traffic_violations,vehicle_type,vehicle_age_yr,engine_cc,avg_speed_kmh,harsh_braking_per100km,rapid_accel_per100km,cornering_force_avg_g,speeding_pct,night_driving_pct,total_trips,avg_trip_km,trip_completeness_pct,unverified_trips,days_since_policy_start,onboarding_phase,risk_score,risk_category,risk_label
DRV0165,VEH0165,59,19,0,1,Van,2,1000,29.2,10.32,5.17,0.512,27.0,21.3,52,14.2,56.2,4,228,1,0.7869,High Risk,2
DRV0166,VEH0166,55,23,2,2,Sedan,8,1800,49.2,17.01,4.86,0.123,25.8,0.1,69,18.4,55.7,15,141,1,0.6597,High Risk,2
DRV0167,VEH0167,37,4,0,1,Sedan,6,1000,66.1,6.67,13.67,0.449,27.2,37.7,78,9.3,74.7,7,57,0,0.5986,Medium Risk,1
DRV0168,VEH0168,56,26,0,0,SUV,11,2000,77.6,7.68,6.61,0.343,44.3,22.4,37,47.4,85.6,2,207,1,0.5159,Medium Risk,1
DRV0169,VEH0169,51,30,1,1,Hatchback,11,1800,45.3,4.23,8.03,0.279,44.8,9.1,113,35.3,90.1,10,265,1,0.4756,Medium Risk,1
DRV0170,VEH0170,26,7,3,1,Sedan,5,2000,64.4,8.61,4.46,0.084,1.7,4.1,39,4.0,94.8,8,61,0,0.315,Low Risk,0
DRV0171,VEH0171,49,11,1,0,Van,13,2000,82.2,8.46,3.24,0.479,42.3,48.3,45,34.6,48.0,8,203,1,0.8453,High Risk,2
DRV0172,VEH0172,43,0,1,1,Sedan,14,1200,43.4,9.95,0.63,0.077,14.0,12.6,20,32.0,74.8,7,214,1,0.3121,Low Risk,0
DRV0173,VEH0173,25,0,1,0,Two-Wheeler,5,150,61.4,1.75,11.38,0.32,9.4,0.3,96,4.5,80.4,14,108,1,0.3389,Low Risk,0
DRV0174,VEH0174,33,2,1,0,Sedan,13,1000,75.3,3.52,10.16,0.116,41.4,3.7,41,26.0,75.4,9,143,1,0.4243,Medium Risk,1
DRV0175,VEH0175,59,23,0,0,Van,6,800,40.3,15.29,1.7,0.197,12.4,13.3,95,47.1,87.8,3,200,1,0.3528,Medium Risk,1
DRV0176,VEH0176,55,2,0,2,SUV,5,2000,60.1,8.04,5.38,0.059,0.5,10.7,12,52.9,68.7,9,316,1,0.2939,Low Risk,0
DRV0177,VEH0177,38,5,3,1,SUV,14,1800,48.0,8.38,2.77,0.278,9.0,2.9,51,20.1,80.0,11,220,1,0.3778,Medium Risk,1
DRV0178,VEH0178,25,6,0,0,Hatchback,10,1400,51.3,8.61,3.13,0.288,11.1,33.8,21,27.9,92.6,4,140,1,0.3663,Medium Risk,1
DRV0179,VEH0179,43,5,0,2,SUV,10,1200,42.0,7.5,7.42,0.184,11.3,28.5,59,30.9,68.2,10,76,0,0.4138,Medium Risk,1
DRV0180,VEH0180,41,7,0,0,Hatchback,4,1400,31.4,10.37,13.78,0.364,29.2,13.5,54,29.3,79.7,5,181,1,0.5226,Medium Risk,1
DRV0181,VEH0181,44,18,2,1,Two-Wheeler,11,125,35.3,4.76,2.61,0.109,20.2,6.6,39,29.5,91.3,3,141,1,0.2876,Low Risk,0
DRV0182,VEH0182,20,1,1,0,SUV,15,2000,81.3,3.84,10.44,0.109,20.2,2.3,25,27.6,47.7,2,172,1,0.6763,High Risk,2
DRV0183,VEH0183,36,5,1,2,Two-Wheeler,11,150,69.0,11.9,5.6,0.381,31.2,20.4,106,55.0,40.0,13,215,1,0.7817,High Risk,2
DRV0184,VEH0184,40,16,0,1,Sedan,15,1200,29.0,15.29,12.86,0.481,13.2,12.6,108,10.2,97.5,1,97,1,0.589,Medium Risk,1
DRV0185,VEH0185,30,8,0,1,Sedan,5,2000,90.2,1.68,5.39,0.271,18.1,16.1,28,14.2,62.1,5,155,1,0.3357,Low Risk,0
DRV0186,VEH0186,47,14,3,0,Hatchback,12,1000,73.7,8.93,10.42,0.069,27.3,6.7,87,19.7,77.3,7,324,1,0.467,Medium Risk,1
DRV0187,VEH0187,37,2,0,1,Hatchback,8,1400,67.1,12.82,6.64,0.378,13.3,14.7,79,29.3,47.9,5,87,0,0.7907,High Risk,2
DRV0188,VEH0188,56,19,0,0,Hatchback,11,2000,59.7,13.13,10.93,0.195,22.8,24.1,32,16.2,68.8,1,342,1,0.5078,Medium Risk,1
DRV0189,VEH0189,32,1,0,0,Two-Wheeler,5,150,73.2,10.1,5.74,0.391,17.7,27.1,34,50.7,41.0,6,72,0,0.7378,High Risk,2
DRV0190,VEH0190,21,0,1,0,SUV,6,1500,32.8,4.83,1.08,0.364,13.0,7.5,16,32.8,93.5,5,323,1,0.2677,Low Risk,0
DRV0191,VEH0191,41,8,1,2,Hatchback,3,1800,88.6,13.01,7.24,0.102,0.5,25.6,55,47.5,73.3,3,80,0,0.443,Medium Risk,1
DRV0192,VEH0192,51,26,0,0,Hatchback,4,2000,86.8,1.77,12.65,0.345,43.0,28.6,57,25.9,79.5,5,55,0,0.5171,Medium Risk,1
DRV0193,VEH0193,31,2,0,2,Van,10,1200,71.6,6.66,7.16,0.259,3.5,43.6,113,4.7,76.0,10,255,1,0.4473,Medium Risk,1
DRV0194,VEH0194,42,16,2,0,Two-Wheeler,4,160,46.6,4.83,13.85,0.078,43.6,48.9,54,20.6,58.0,14,331,1,0.8367,High Risk,2
DRV0195,VEH0195,55,30,2,2,SUV,8,1000,76.0,17.43,8.82,0.293,7.7,18.1,84,22.8,61.5,11,258,1,0.6039,Medium Risk,1
DRV0196,VEH0196,41,22,1,0,SUV,11,1500,63.6,17.37,6.28,0.445,1.5,0.8,120,18.3,49.8,5,1,0,0.7087,High Risk,2
DRV0197,VEH0197,21,1,0,2,SUV,12,1500,85.2,2.83,12.35,0.289,32.7,35.8,32,37.6,45.1,8,182,1,0.6988,High Risk,2
DRV0198,VEH0198,59,10,3,0,Hatchback,14,1500,78.0,2.04,14.55,0.537,23.4,46.2,24,13.3,87.3,8,363,1,0.6315,High Risk,2
DRV0199,VEH0199,38,4,1,2,Sedan,11,800,87.6,10.61,6.13,0.354,30.8,17.1,88,10.1,95.7,8,356,1,0.5759,Medium Risk,1
DRV0200,VEH0200,57,7,1,2,Hatchback,12,1500,89.6,4.82,8.37,0.536,13.8,33.7,50,13.9,95.6,3,211,1,0.5533,Medium Risk,1
DRV0201,VEH0201,39,4,0,1,SUV,3,1200,53.4,7.63,3.63,0.341,16.2,27.6,72,38.8,73.1,9,86,0,0.3982,Medium Risk,1
DRV0202,VEH0202,30,3,3,0,Hatchback,13,1200,36.6,0.99,2.2,0.198,32.6,25.7,120,30.5,74.9,8,19,0,0.344,Low Risk,0
DRV0203,VEH0203,37,6,2,0,Two-Wheeler,3,125,44.3,9.42,4.43,0.367,22.8,27.2,93,15.0,63.9,9,314,1,0.459,Medium Risk,1
DRV0204,VEH0204,19,0,0,0,Two-Wheeler,2,160,48.8,14.65,14.43,0.109,41.0,33.0,60,36.5,86.7,11,112,1,0.608,Medium Risk,1
DRV0205,VEH0205,43,0,2,1,Two-Wheeler,9,150,65.2,7.1,8.91,0.055,2.4,9.3,11,47.4,77.1,15,81,0,0.3527,Medium Risk,1
DRV0206,VEH0206,54,3,0,0,Sedan,10,800,67.8,8.9,12.19,0.085,21.5,22.7,98,26.4,61.8,14,170,1,0.4545,Medium Risk,1
DRV0207,VEH0207,37,5,2,1,Sedan,1,1200,94.7,15.9,1.12,0.196,22.5,48.1,11,5.7,53.1,13,171,1,0.681,High Risk,2
DRV0208,VEH0208,25,1,0,1,SUV,11,1000,72.8,5.92,9.91,0.249,31.6,48.9,93,21.8,95.3,2,347,1,0.538,Medium Risk,1
DRV0209,VEH0209,36,5,0,2,SUV,15,1200,93.2,13.22,15.05,0.341,12.0,46.2,99,31.0,71.0,6,302,1,0.6929,High Risk,2
DRV0210,VEH0210,34,12,0,1,Sedan,10,1400,55.2,5.13,15.64,0.275,36.3,47.2,64,14.8,45.2,15,219,1,0.8042,High Risk,2
DRV0211,VEH0211,31,7,1,1,Two-Wheeler,1,200,51.3,16.36,8.71,0.067,40.9,4.8,22,49.5,79.7,11,243,1,0.5379,Medium Risk,1
DRV0212,VEH0212,44,4,3,1,Sedan,5,800,29.3,15.43,14.49,0.484,0.2,22.2,115,28.2,94.4,7,18,0,0.624,High Risk,2
DRV0213,VEH0213,52,0,2,2,Hatchback,3,1800,81.5,16.87,3.32,0.143,11.2,4.8,102,5.1,71.4,10,141,1,0.4721,Medium Risk,1
DRV0214,VEH0214,40,0,0,2,SUV,9,1800,81.9,4.1,11.79,0.533,23.9,41.4,85,29.7,93.7,13,107,1,0.6161,Medium Risk,1
DRV0215,VEH0215,23,3,0,1,Hatchback,11,2000,90.6,2.0,0.71,0.283,30.0,35.9,45,24.8,59.4,10,124,1,0.7317,High Risk,2
DRV0216,VEH0216,39,1,0,0,Hatchback,13,1200,70.4,5.87,2.64,0.08,29.6,2.2,110,19.2,85.9,2,67,0,0.2866,Low Risk,0
DRV0217,VEH0217,36,3,0,0,Hatchback,10,2000,80.0,16.77,14.02,0.443,39.5,6.3,70,38.2,44.5,10,52,0,0.651,High Risk,2
DRV0218,VEH0218,27,4,0,1,Two-Wheeler,10,125,53.4,15.25,4.18,0.089,28.0,16.0,61,14.2,51.3,4,172,1,0.7932,High Risk,2
DRV0219,VEH0219,23,3,1,1,SUV,12,1500,65.5,2.99,9.29,0.443,42.7,40.5,96,25.9,99.2,1,166,1,0.5802,Medium Risk,1
DRV0220,VEH0220,27,8,2,0,Sedan,7,800,78.9,1.32,3.47,0.5,23.6,34.8,38,14.1,52.5,9,141,1,0.7501,High Risk,2
DRV0221,VEH0221,60,12,1,2,SUV,14,800,37.2,10.56,4.26,0.223,7.9,11.4,40,5.5,71.9,0,162,1,0.3885,Medium Risk,1
DRV0222,VEH0222,29,6,1,1,Van,15,1000,50.2,9.09,15.74,0.078,14.9,21.4,101,20.2,96.7,11,7,0,0.5048,Medium Risk,1
DRV0223,VEH0223,47,1,1,1,Sedan,13,1400,93.6,3.1,4.62,0.254,44.2,38.9,30,12.4,64.8,13,202,1,0.5182,Medium Risk,1
DRV0224,VEH0224,38,0,2,0,SUV,11,1200,37.2,9.84,13.9,0.278,31.1,20.4,47,16.1,59.7,2,114,1,0.7319,High Risk,2
DRV0225,VEH0225,56,37,3,1,SUV,0,1500,67.4,5.97,3.63,0.335,26.3,38.7,52,23.7,67.3,5,108,1,0.4813,Medium Risk,1
DRV0226,VEH0226,43,23,3,0,Sedan,14,2000,77.9,12.72,15.7,0.13,30.5,49.5,80,20.9,59.4,9,183,1,0.669,High Risk,2
DRV0227,VEH0227,37,14,0,0,Van,10,2000,50.3,4.76,2.92,0.053,40.0,5.4,26,29.7,83.2,11,55,0,0.3009,Low Risk,0
DRV0228,VEH0228,53,28,0,0,Hatchback,14,800,85.0,13.72,3.29,0.094,27.3,39.8,76,45.4,55.3,11,234,1,0.7825,High Risk,2
DRV0229,VEH0229,36,3,0,1,SUV,15,1200,94.4,4.27,11.27,0.377,3.3,36.4,71,41.3,63.1,4,273,1,0.4755,Medium Risk,1
DRV0230,VEH0230,25,6,0,0,Hatchback,0,1500,35.1,12.69,11.03,0.354,38.2,27.2,77,5.9,87.8,3,97,1,0.5668,Medium Risk,1
DRV0231,VEH0231,26,5,0,2,SUV,4,1000,61.3,5.03,10.49,0.366,40.9,19.9,58,9.5,47.7,0,291,1,0.8132,High Risk,2
DRV0232,VEH0232,55,15,2,0,Van,9,800,46.9,15.07,11.07,0.156,13.4,48.1,63,28.9,61.7,6,84,0,0.5656,Medium Risk,1
DRV0233,VEH0233,35,6,2,0,SUV,15,2000,29.4,3.9,3.21,0.376,7.9,15.3,118,40.9,58.2,14,118,1,0.7756,High Risk,2
DRV0234,VEH0234,50,5,2,0,Sedan,2,1200,49.2,1.65,12.03,0.263,27.3,31.2,26,6.3,99.5,15,332,1,0.4538,Medium Risk,1
DRV0235,VEH0235,59,27,2,0,Sedan,13,1200,86.0,4.79,5.34,0.296,26.4,14.9,30,52.0,70.1,12,362,1,0.4358,Medium Risk,1
DRV0236,VEH0236,37,10,0,0,Hatchback,9,1500,79.1,16.53,14.08,0.18,27.4,15.5,19,29.1,45.5,8,339,1,0.7652,High Risk,2
DRV0237,VEH0237,38,10,3,1,Two-Wheeler,0,110,56.6,4.66,5.98,0.299,24.9,27.8,50,40.8,49.9,1,355,1,0.7606,High Risk,2
DRV0238,VEH0238,28,3,3,1,Sedan,9,1500,64.5,3.21,5.52,0.214,16.4,46.0,91,12.3,64.2,6,151,1,0.4346,Medium Risk,1
DRV0239,VEH0239,32,6,3,0,Hatchback,7,2000,71.9,8.0,10.84,0.506,37.3,22.8,24,33.1,58.4,2,299,1,0.7095,High Risk,2
DRV0240,VEH0240,56,6,1,0,SUV,0,1400,41.4,4.35,4.93,0.406,28.4,40.4,66,22.1,41.5,14,304,1,0.6778,High Risk,2
DRV0241,VEH0241,45,9,0,0,Van,9,1400,47.9,4.68,9.0,0.455,10.9,15.6,116,53.9,95.6,14,198,1,0.4016,Medium Risk,1
DRV0242,VEH0242,50,30,0,0,Sedan,4,2000,80.7,1.76,13.32,0.292,42.5,50.0,54,24.7,46.3,9,115,1,0.8413,High Risk,2
DRV0243,VEH0243,59,25,0,0,Sedan,2,2000,49.0,3.0,14.93,0.331,32.5,30.8,44,26.1,94.6,7,191,1,0.4938,Medium Risk,1
DRV0244,VEH0244,61,12,2,1,SUV,1,1000,89.0,13.39,10.93,0.094,12.8,22.7,87,38.7,72.2,11,17,0,0.5208,Medium Risk,1
DRV0245,VEH0245,47,4,0,2,SUV,9,1400,54.6,9.93,13.7,0.085,6.5,6.7,29,50.5,60.4,1,88,0,0.4229,Medium Risk,1
DRV0246,VEH0246,33,8,1,1,Two-Wheeler,6,100,93.8,16.45,12.78,0.459,10.6,8.1,59,49.8,79.5,7,344,1,0.6337,High Risk,2
DRV0247,VEH0247,60,19,1,1,Two-Wheeler,9,150,65.1,8.87,6.09,0.459,16.7,22.6,81,18.2,52.3,14,1,0,0.8305,High Risk,2
DRV0248,VEH0248,49,14,0,1,Two-Wheeler,15,160,85.9,1.79,12.48,0.103,36.5,5.6,66,48.8,70.2,10,344,1,0.4348,Medium Risk,1
DRV0249,VEH0249,54,3,0,0,Van,8,1200,87.0,5.39,12.38,0.2,17.8,23.4,43,7.5,85.6,8,266,1,0.4365,Medium Risk,1
DRV0250,VEH0250,34,9,0,1,Hatchback,5,1000,32.8,3.67,13.53,0.538,33.6,24.1,79,50.9,66.4,11,74,0,0.5572,Medium Risk,1
DRV0251,VEH0251,55,32,1,0,Hatchback,2,1200,70.6,6.48,10.52,0.128,5.1,38.0,113,45.7,43.0,4,40,0,0.828,High Risk,2
DRV0252,VEH0252,35,2,2,2,Two-Wheeler,12,100,53.5,15.71,5.0,0.443,26.3,21.8,58,28.4,79.3,11,209,1,0.6414,High Risk,2
DRV0253,VEH0253,40,6,0,1,Van,14,1000,56.3,3.6,7.17,0.383,23.4,25.3,78,45.7,71.2,13,155,1,0.4492,Medium Risk,1
DRV0254,VEH0254,61,25,0,0,SUV,1,2000,76.6,13.44,1.07,0.546,10.2,5.2,107,6.5,52.8,5,359,1,0.8436,High Risk,2
DRV0255,VEH0255,59,39,3,1,Two-Wheeler,2,150,80.6,1.54,8.48,0.548,28.4,39.5,61,36.7,89.0,8,204,1,0.5663,Medium Risk,1
DRV0256,VEH0256,25,2,0,1,SUV,2,1200,53.7,12.57,10.33,0.17,22.9,1.9,110,29.8,40.5,7,326,1,0.804,High Risk,2
DRV0257,VEH0257,30,5,2,1,Two-Wheeler,4,110,89.6,1.18,13.5,0.213,0.9,40.7,37,33.9,56.0,2,69,0,0.7538,High Risk,2
DRV0258,VEH0258,61,23,0,0,Hatchback,8,800,60.2,17.2,4.37,0.247,36.8,5.9,23,10.4,55.4,13,220,1,0.7621,High Risk,2
DRV0259,VEH0259,30,6,1,1,SUV,7,2000,81.2,11.92,3.39,0.129,32.0,15.1,109,22.4,85.4,14,247,1,0.4699,Medium Risk,1
DRV0260,VEH0260,43,1,3,1,Sedan,3,2000,78.5,3.46,14.8,0.075,13.3,33.9,11,45.9,82.5,5,109,1,0.4667,Medium Risk,1
DRV0261,VEH0261,57,18,2,0,Hatchback,6,1400,54.7,13.9,6.66,0.148,14.6,3.0,86,53.8,51.4,0,288,1,0.7638,High Risk,2
DRV0262,VEH0262,55,32,2,0,Sedan,6,800,53.8,14.84,1.59,0.446,35.4,18.2,62,43.0,74.2,6,162,1,0.5479,Medium Risk,1
DRV0263,VEH0263,48,21,0,2,Hatchback,0,800,32.0,8.03,6.3,0.215,16.7,40.7,44,42.2,49.1,1,340,1,0.6937,High Risk,2
DRV0264,VEH0264,25,4,3,0,Sedan,2,1000,61.4,14.88,9.44,0.445,0.0,41.4,26,14.9,77.3,10,295,1,0.5845,Medium Risk,1
DRV0265,VEH0265,46,7,3,2,Hatchback,6,1200,69.6,11.24,9.25,0.394,24.0,39.3,30,44.3,61.4,5,166,1,0.6572,High Risk,2
DRV0266,VEH0266,32,3,3,0,Hatchback,15,2000,49.3,1.65,8.67,0.269,36.7,27.8,84,16.3,72.9,7,61,0,0.4742,Medium Risk,1
DRV0267,VEH0267,19,0,1,0,Sedan,2,1400,66.4,17.75,14.66,0.411,13.4,44.8,110,4.3,80.3,0,245,1,0.6776,High Risk,2
DRV0268,VEH0268,45,25,1,0,Hatchback,11,1000,62.0,13.91,2.9,0.338,30.9,2.8,109,27.6,55.7,12,280,1,0.7587,High Risk,2
DRV0269,VEH0269,29,0,0,0,Hatchback,14,1800,36.9,11.21,3.59,0.46,43.3,9.9,88,11.0,44.1,4,44,0,0.7374,High Risk,2
DRV0270,VEH0270,28,9,3,1,Hatchback,9,1800,33.8,13.66,0.97,0.381,29.1,25.6,99,23.3,65.6,4,345,1,0.5326,Medium Risk,1
DRV0271,VEH0271,50,8,3,0,Sedan,14,1500,44.1,9.29,14.17,0.422,39.2,44.2,111,4.5,80.0,6,40,0,0.7051,High Risk,2
DRV0272,VEH0272,20,0,1,1,Sedan,3,1500,74.5,5.88,15.07,0.44,17.0,43.1,28,50.6,76.1,4,131,1,0.592,Medium Risk,1
DRV0273,VEH0273,48,28,0,0,SUV,2,1400,56.1,17.96,3.43,0.328,39.9,44.1,90,12.9,65.5,15,63,0,0.6137,Medium Risk,1
DRV0274,VEH0274,30,5,1,1,Sedan,6,1200,75.8,16.45,4.37,0.391,38.0,15.4,36,52.3,98.7,8,204,1,0.6143,Medium Risk,1
DRV0275,VEH0275,57,29,3,1,Sedan,7,2000,30.0,16.73,9.83,0.191,2.4,32.3,48,7.2,99.6,8,156,1,0.5409,Medium Risk,1
DRV0276,VEH0276,41,4,0,0,Sedan,0,1200,44.7,14.38,4.62,0.355,13.6,22.9,10,5.4,60.1,8,333,1,0.4388,Medium Risk,1
DRV0277,VEH0277,35,7,2,1,Hatchback,13,1000,85.1,12.71,7.89,0.262,36.4,15.4,67,47.0,83.2,3,196,1,0.5986,Medium Risk,1
DRV0278,VEH0278,32,11,1,1,Hatchback,9,2000,62.0,2.75,9.92,0.42,8.2,30.6,62,46.1,64.7,0,161,1,0.4333,Medium Risk,1
DRV0279,VEH0279,19,0,1,2,Hatchback,12,2000,59.3,11.94,14.77,0.081,7.8,26.7,58,22.8,88.6,10,292,1,0.5409,Medium Risk,1
DRV0280,VEH0280,27,7,3,0,Sedan,15,1200,30.0,16.04,13.59,0.489,7.3,25.3,74,44.6,59.4,9,135,1,0.6672,High Risk,2
DRV0281,VEH0281,18,0,0,0,Sedan,15,1400,80.2,2.47,4.7,0.102,25.6,7.1,90,8.8,40.5,14,280,1,0.67,High Risk,2
DRV0282,VEH0282,26,2,2,0,Two-Wheeler,14,160,30.0,13.26,5.28,0.517,17.7,12.7,109,44.3,88.3,11,305,1,0.5244,Medium Risk,1
DRV0283,VEH0283,44,15,0,1,Hatchback,2,1800,47.5,12.86,14.81,0.091,9.6,43.9,95,4.4,93.7,7,125,1,0.5213,Medium Risk,1
DRV0284,VEH0284,18,0,1,2,Sedan,5,1000,91.2,6.23,2.75,0.063,21.6,47.5,15,53.1,63.5,4,61,0,0.4204,Medium Risk,1
DRV0285,VEH0285,58,13,1,1,Hatchback,10,1000,52.5,15.75,9.86,0.407,37.9,0.5,62,37.8,50.6,8,210,1,0.7814,High Risk,2
DRV0286,VEH0286,35,8,1,2,Hatchback,10,2000,77.9,4.02,10.24,0.133,5.6,17.0,11,34.7,65.5,0,328,1,0.3772,Medium Risk,1
DRV0287,VEH0287,50,0,0,0,Van,10,1400,75.1,8.75,5.59,0.094,6.2,47.5,62,53.0,42.9,1,329,1,0.8043,High Risk,2
DRV0288,VEH0288,49,10,2,2,SUV,8,2000,88.2,6.41,8.2,0.408,17.4,3.7,36,10.3,50.1,0,163,1,0.6651,High Risk,2
DRV0289,VEH0289,22,2,1,0,Sedan,15,1800,66.1,16.56,15.04,0.051,12.0,22.7,111,35.5,54.7,7,207,1,0.7173,High Risk,2
DRV0290,VEH0290,38,18,0,0,SUV,12,1200,35.7,17.59,6.53,0.297,43.7,7.0,35,3.2,75.1,13,311,1,0.5762,Medium Risk,1
DRV0291,VEH0291,38,15,0,2,Hatchback,9,1800,71.0,2.67,8.16,0.22,11.5,35.1,105,35.7,88.1,10,284,1,0.4064,Medium Risk,1
DRV0292,VEH0292,43,11,0,0,Van,12,1200,87.8,7.17,5.14,0.187,31.2,4.4,94,35.6,99.6,1,150,1,0.3792,Medium Risk,1
DRV0293,VEH0293,24,2,0,1,SUV,9,1400,61.6,4.87,1.51,0.295,4.1,2.9,55,11.9,40.5,2,254,1,0.7745,High Risk,2
DRV0294,VEH0294,33,12,3,1,Two-Wheeler,7,200,88.7,17.99,5.45,0.516,35.1,28.5,76,27.0,73.2,4,326,1,0.7355,High Risk,2
DRV0295,VEH0295,34,8,1,2,Van,13,1000,71.7,13.75,4.27,0.186,32.1,2.1,91,41.0,58.6,10,43,0,0.6596,High Risk,2
DRV0296,VEH0296,38,9,0,1,Sedan,2,1500,49.7,12.57,8.58,0.41,1.7,43.0,91,52.0,70.9,15,317,1,0.5188,Medium Risk,1
DRV0297,VEH0297,51,2,0,0,Sedan,10,800,42.4,13.83,15.15,0.444,4.1,30.5,92,15.9,72.3,11,62,0,0.5806,Medium Risk,1
DRV0298,VEH0298,55,36,1,0,Van,12,1500,85.1,0.82,15.47,0.211,33.2,0.4,88,21.1,89.9,5,16,0,0.443,Medium Risk,1
DRV0299,VEH0299,42,0,1,2,Two-Wheeler,5,110,72.4,15.33,9.14,0.37,29.8,49.3,43,49.6,56.9,7,113,1,0.6681,High Risk,2
DRV0300,VEH0300,40,4,0,0,SUV,13,1000,46.0,0.69,3.3,0.155,37.1,18.4,13,26.1,91.5,12,356,1,0.3037,Low Risk,0
DRV0301,VEH0301,25,4,2,1,Two-Wheeler,13,200,76.9,12.04,10.0,0.527,12.2,22.4,81,54.0,58.6,12,49,0,0.7344,High Risk,2
DRV0302,VEH0302,43,6,1,0,SUV,7,1200,91.3,1.7,10.18,0.187,44.4,33.4,72,46.3,53.8,6,33,0,0.8026,High Risk,2
DRV0303,VEH0303,60,36,0,0,Two-Wheeler,13,160,45.3,17.28,5.06,0.298,1.3,18.4,83,51.6,64.3,14,31,0,0.4481,Medium Risk,1
DRV0304,VEH0304,22,2,1,0,Hatchback,8,2000,88.1,9.89,5.58,0.306,23.7,30.8,96,43.4,76.7,1,250,1,0.4866,Medium Risk,1
DRV0305,VEH0305,51,17,0,1,SUV,5,2000,46.0,16.29,3.88,0.465,20.7,8.9,86,18.9,66.6,2,169,1,0.5075,Medium Risk,1
DRV0306,VEH0306,38,8,2,0,SUV,12,1500,85.3,11.32,14.58,0.522,37.9,6.3,28,21.5,49.9,1,112,1,0.66,High Risk,2
DRV0307,VEH0307,44,2,3,0,Sedan,7,1000,41.8,12.34,6.26,0.235,44.4,9.1,26,32.4,98.1,2,171,1,0.5285,Medium Risk,1
DRV0308,VEH0308,57,19,0,0,Hatchback,9,1800,75.6,2.3,2.35,0.14,43.9,42.7,53,45.8,67.2,6,134,1,0.386,Medium Risk,1
DRV0309,VEH0309,45,19,3,1,Van,11,1000,62.2,6.16,0.77,0.388,12.0,30.5,108,25.4,95.1,3,77,0,0.4173,Medium Risk,1
DRV0310,VEH0310,34,13,0,1,Sedan,2,1000,58.1,10.1,3.16,0.257,12.7,22.6,94,17.3,87.0,0,2,0,0.3681,Medium Risk,1
DRV0311,VEH0311,61,34,2,0,SUV,2,1800,32.3,2.46,8.23,0.453,2.9,33.1,109,5.3,48.9,11,92,1,0.7217,High Risk,2
DRV0312,VEH0312,47,14,3,1,Van,12,2000,50.9,11.87,7.97,0.356,18.5,16.9,41,5.4,73.1,10,85,0,0.5567,Medium Risk,1
DRV0313,VEH0313,37,2,2,0,Sedan,4,1800,83.0,2.9,7.06,0.064,17.5,36.8,66,19.3,79.2,14,359,1,0.3653,Medium Risk,1
DRV0314,VEH0314,44,1,1,0,Van,8,2000,62.4,10.16,1.74,0.206,20.8,39.1,95,21.5,46.1,7,105,1,0.8389,High Risk,2
DRV0315,VEH0315,55,2,2,0,Hatchback,3,1400,77.9,11.19,7.82,0.34,43.0,34.5,22,40.8,76.2,2,318,1,0.609,Medium Risk,1
DRV0316,VEH0316,38,0,0,0,Hatchback,5,1000,75.3,15.05,1.23,0.504,44.5,46.5,70,10.4,93.9,4,194,1,0.6272,High Risk,2
DRV0317,VEH0317,25,3,3,2,Van,1,800,80.2,16.75,7.03,0.203,27.5,35.0,37,12.6,59.4,15,183,1,0.6992,High Risk,2
DRV0318,VEH0318,31,0,0,1,Van,11,1400,30.7,6.07,8.62,0.516,35.4,0.6,120,6.3,89.8,1,190,1,0.4814,Medium Risk,1
DRV0319,VEH0319,21,2,0,0,Hatchback,0,1400,50.2,2.06,15.16,0.402,7.8,4.6,19,10.0,77.0,8,45,0,0.3678,Medium Risk,1
DRV0320,VEH0320,52,0,0,0,SUV,14,1400,41.9,17.18,3.74,0.354,19.4,16.2,42,49.0,80.3,3,194,1,0.488,Medium Risk,1
DRV0321,VEH0321,19,0,1,1,SUV,11,1500,36.8,3.75,14.58,0.152,29.5,15.1,106,39.7,79.0,2,292,1,0.4527,Medium Risk,1
DRV0322,VEH0322,43,14,2,0,Hatchback,7,1000,66.0,16.2,0.59,0.102,3.9,9.7,21,44.8,90.6,3,225,1,0.3445,Low Risk,0
DRV0323,VEH0323,60,14,0,1,Hatchback,5,1800,80.9,15.24,15.15,0.13,43.6,10.0,41,41.0,94.0,10,159,1,0.6453,High Risk,2
DRV0324,VEH0324,51,9,1,1,Sedan,9,1200,87.7,12.91,8.98,0.526,10.3,12.0,109,52.6,71.1,0,234,1,0.5648,Medium Risk,1
DRV0325,VEH0325,26,4,2,1,Hatchback,2,1800,75.6,5.34,5.36,0.138,32.3,6.9,88,17.5,77.7,1,348,1,0.3839,Medium Risk,1
DRV0326,VEH0326,48,24,2,2,Hatchback,15,2000,46.2,8.64,13.45,0.227,35.5,18.8,15,49.3,74.0,3,226,1,0.6057,Medium Risk,1
DRV0327,VEH0327,44,8,0,0,SUV,3,2000,53.7,3.48,6.75,0.31,11.8,17.8,106,42.1,82.2,4,138,1,0.3085,Low Risk,0
DRV0328,VEH0328,35,0,0,1,Hatchback,4,1500,70.0,16.38,14.17,0.18,1.6,24.3,72,47.7,51.8,3,348,1,0.7752,High Risk,2
DRV0329,VEH0329,51,5,0,1,SUV,11,1500,80.5,11.82,9.62,0.443,33.5,4.8,66,37.2,52.9,14,253,1,0.6675,High Risk,2
DRV0330,VEH0330,34,8,1,0,Van,11,1000,60.1,14.57,3.93,0.179,39.8,24.8,119,54.4,67.8,2,48,0,0.5187,Medium Risk,1
